종목코드,종목명,재무제표종류,유동자산_2023,유동자산_2022,유동자산_2021,유동부채_2023,유동부채_2022,유동부채_2021,부채총계_2023,부채총계_2022,부채총계_2021,자본총계_2023,자본총계_2022,자본총계_2021,매출액_2023,매출액_2022,매출액_2021,영업이익_2023,영업이익_2022,영업이익_2021,당기순이익_2023,당기순이익_2022,당기순이익_2021,ROE_2023,부채비율_2023,유동비율_2023,ROE_2022,부채비율_2022,유동비율_2022,ROE_2021,부채비율_2021,유동비율_2021,매출액성장률_2023,영업이익성장률_2023,매출액성장률_2022,영업이익성장률_2022
001790,대한제당,CFS,606635047000.0,613796109000.0,572478087000.0,315984108000.0,390061782000.0,423333551000.0,630801051000.0,681747544000.0,671091219000.0,554590561000.0,537718752000.0,511199010000.0,1332349884000.0,1378075519000.0,1261349333000.0,47216910000.0,38051122000.0,42051836000.0,32504635000.0,25512530000.0,20190982000.0,5.86,113.74,191.98,4.74,126.79,157.36,3.95,131.28,135.23,-3.32,24.09,9.25,-9.51
001795,대한제당우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001800,오리온홀딩스,CFS,1684449259398.0,1584060873911.0,1277244705780.0,514479147567.0,663512598084.0,641043985604.0,818487035311.0,977214307936.0,1090941456912.0,4319813022573.0,4124954123258.0,3870846883349.0,2953806265859.0,2934623360638.0,2415059149467.0,405463095002.0,399824809538.0,315697398867.0,290412989562.0,323574721674.0,225328340769.0,6.72,18.95,327.41,7.84,23.69,238.74,5.82,28.18,199.24,0.65,1.41,21.51,26.65
001820,삼화콘덴서,CFS,176976795817.0,162158129535.0,147851352517.0,54679259714.0,53555574870.0,52657547915.0,62806572612.0,62021312212.0,66356720529.0,245224492405.0,225432520413.0,202941938712.0,280768545013.0,263469129967.0,262159285746.0,23693227777.0,30515172659.0,33168936415.0,20925722895.0,29337123509.0,28619003326.0,8.53,25.61,323.66,13.01,27.51,302.78,14.1,32.7,280.78,6.57,-22.36,0.5,-8.0
001940,KISCO홀딩스,CFS,1376387642212.0,1302395915794.0,1258447518832.0,144829353992.0,208963844818.0,230594729369.0,203567062700.0,242025489450.0,267377534330.0,1598950141872.0,1503806758480.0,1420715554696.0,1541894306076.0,1810613446049.0,1580849338970.0,149275075244.0,197916716776.0,200741467324.0,130202530569.0,131534561899.0,178382902845.0,8.14,12.73,950.35,8.75,16.09,623.26,12.56,18.82,545.74,-14.84,-24.58,14.53,-1.41
002020,코오롱,CFS,2025631560137.0,1684980865279.0,1422824794683.0,2630756659007.0,2341085909024.0,2046790194003.0,3920885075473.0,3358709490245.0,3012006789348.0,1310533881113.0,1300329727546.0,1105306260603.0,5894231282101.0,5659922374692.0,5410414957004.0,102926776246.0,317514999494.0,334228578940.0,15387285329.0,194835466054.0,274228680412.0,1.17,299.18,77.0,14.98,258.3,71.97,24.81,272.5,69.51,4.14,-67.58,4.61,-5.0
002025,코오롱우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002030,아세아,CFS,873549386331.0,881507374671.0,800688243838.0,561839258545.0,518884523788.0,482831435041.0,1291990927528.0,1317598873795.0,1399054580836.0,1980095078353.0,1864777074285.0,1716215804566.0,2115887323161.0,2072300589648.0,1846503739538.0,240394994935.0,232577852131.0,228865744338.0,175601384139.0,163508810507.0,201244923832.0,8.87,65.25,155.48,8.77,70.66,169.89,11.73,81.52,165.83,2.1,3.36,12.23,1.62
002070,비비안,CFS,86469579960.0,90886103322.0,88583995648.0,99056940356.0,98654688573.0,26916644111.0,102817066992.0,104480645980.0,94893341764.0,88265526779.0,96580534960.0,103274130689.0,217298020725.0,213052156991.0,187863421226.0,4859608010.0,5712710660.0,1419136499.0,-7900981725.0,-8169625557.0,-3210480120.0,-8.95,116.49,87.29,-8.46,108.18,92.13,-3.11,91.88,329.1,1.99,-14.93,13.41,302.55
002100,경농,CFS,259940118322.0,260765667954.0,206547236965.0,158323199430.0,156932087281.0,123054676615.0,180131701890.0,188148524944.0,151976385644.0,268461032083.0,260484164308.0,236809393822.0,347407788945.0,361604573086.0,270269449649.0,25209888376.0,40975101750.0,16758990471.0,15126191336.0,30880492625.0,16107580204.0,5.63,67.1,164.18,11.86,72.23,166.16,6.8,64.18,167.85,-3.93,-38.48,33.79,144.5
002140,고려산업,CFS,126594975013.0,127812632315.0,98974212002.0,148107726201.0,148284814914.0,117874864504.0,170990032083.0,169050032748.0,131754293786.0,106925910946.0,105653495078.0,106840607249.0,319058618654.0,278370677242.0,213486551495.0,7989269786.0,4854823595.0,4862496672.0,3135896967.0,417869202.0,4520564728.0,2.93,159.91,85.47,0.4,160.0,86.19,4.23,123.32,83.97,14.62,64.56,30.39,-0.16
002150,도화엔지니어링,CFS,288178634692.0,215628821883.0,215242647053.0,278006710806.0,215111875031.0,193006274356.0,330735948947.0,255273456899.0,233288041085.0,274364101351.0,267316818668.0,266928762112.0,574990699821.0,555824251958.0,577392660234.0,21891969353.0,11939896822.0,19985474247.0,20743987999.0,1577978719.0,15012948875.0,7.56,120.55,103.66,0.59,95.49,100.24,5.62,87.4,111.52,3.45,83.35,-3.74,-40.26
002170,SYTS,CFS,341393542247.0,344026136176.0,350096214073.0,15281799815.0,30658720857.0,40844808451.0,22832801527.0,40424121033.0,52591297103.0,431919041908.0,417112654736.0,406422489175.0,179258365881.0,178800834419.0,193958606606.0,17683937036.0,16445205668.0,36387252619.0,21640419330.0,15100585612.0,33139838177.0,5.01,5.29,2233.99,3.62,9.69,1122.12,8.15,12.94,857.14,0.26,7.53,-7.81,-54.81
002200,한국수출포장,CFS,155568917247.0,143085577838.0,125320518208.0,42690206238.0,46154487123.0,50672526185.0,61282437741.0,64604055301.0,68488033304.0,295721552336.0,280917284803.0,263358833659.0,312304377084.0,341420236472.0,319224098800.0,22880520713.0,25702536748.0,20005644083.0,19041696095.0,20317167712.0,15859236394.0,6.44,20.72,364.41,7.23,23.0,310.01,6.02,26.01,247.31,-8.53,-10.98,6.95,28.48
002210,동성제약,CFS,60814859641.0,54389189710.0,49986318169.0,44843854847.0,47571203754.0,37589208760.0,75170970298.0,64892797809.0,58141479455.0,39802313739.0,42809263159.0,46440394585.0,88593588700.0,93328194834.0,84407657781.0,596402805.0,-3096985196.0,-5299049228.0,-2073909512.0,-2121670417.0,-4312832259.0,-5.21,188.86,135.61,-4.96,151.59,114.33,-9.29,125.2,132.98,-5.07,119.26,10.57,41.56
002220,한일철강,CFS,96584584874.0,105439726347.0,109937947741.0,121158779915.0,112789046543.0,89112968596.0,157459593318.0,164622338615.0,161018233894.0,173569402408.0,174532632878.0,177760790183.0,216255460140.0,255229322550.0,248593160815.0,4859777657.0,4031740572.0,29642526663.0,430267265.0,-1327709294.0,25514603643.0,0.25,90.72,79.72,-0.76,94.32,93.48,14.35,90.58,123.37,-15.27,20.54,2.67,-86.4
002240,고려제강,CFS,1075549770909.0,1153075088455.0,1077770577004.0,446167186304.0,561483968404.0,601225850753.0,656069963664.0,805246239566.0,836162462939.0,1795210680578.0,1727522158689.0,1638109904626.0,1788877688439.0,2072550223138.0,1691354877090.0,56316856694.0,133503465388.0,98526648327.0,64526770048.0,92322769549.0,133312251875.0,3.59,36.55,241.06,5.34,46.61,205.36,8.14,51.04,179.26,-13.69,-57.82,22.54,35.5
002310,아세아제지,CFS,403603823024.0,441835691580.0,359222505286.0,153102582951.0,174449422525.0,168731264246.0,198420445505.0,230662239691.0,255172404299.0,849757319336.0,804286022003.0,714420848901.0,908334402467.0,1023392875106.0,945734471576.0,87582502735.0,109447038390.0,93875118756.0,81053175532.0,94400172513.0,90996794516.0,9.54,23.35,263.62,11.74,28.68,253.27,12.74,35.72,212.9,-11.24,-19.98,8.21,16.59
002320,한진,CFS,657966998766.0,615210708980.0,702239490148.0,1028166708551.0,799783071458.0,865858612448.0,2661786978230.0,2558814752905.0,2503649583464.0,1539576621744.0,1534382938804.0,1373971132765.0,2807528782563.0,2849420869433.0,2504131193753.0,122526979246.0,114501782947.0,99432891702.0,26107574417.0,51759790504.0,161832906995.0,1.7,172.89,63.99,3.37,166.77,76.92,11.78,182.22,81.1,-1.47,7.01,13.79,15.15
002350,넥센타이어,CFS,1556084175048.0,1442087250791.0,1476005839227.0,1329961026949.0,1431723418411.0,1041728601260.0,2527778745177.0,2348104911877.0,2223486295878.0,1704882809392.0,1596231827731.0,1599927142387.0,2701720151279.0,2597424486492.0,2079407029590.0,186991098059.0,-54253533449.0,4391879556.0,103115550054.0,-27505695404.0,4634237831.0,6.05,148.27,117.0,-1.72,147.1,100.72,0.29,138.97,141.69,4.02,444.66,24.91,-1335.31
002355,넥센타이어1우B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002360,SH에너지화학,CFS,78088815011.0,81702957489.0,78260037831.0,12495368628.0,10758686692.0,13060169094.0,30661330140.0,30058823992.0,27889955545.0,90131774993.0,94101468139.0,91739102042.0,134037726894.0,167355874554.0,143762553714.0,-4115868315.0,805218302.0,74330329.0,-2582296699.0,1832403955.0,342583143.0,-2.87,34.02,624.94,1.95,31.94,759.41,0.37,30.4,599.23,-19.91,-611.15,16.41,983.3
002380,KCC,CFS,4178192966688.0,4029782763437.0,3668126354343.0,3836444032748.0,2869372542476.0,2699971576814.0,7905941668878.0,7567347802320.0,7502796337015.0,5447529409519.0,5551138505338.0,5376066871921.0,6288442613717.0,6774793651227.0,5874899292339.0,312530203929.0,467661528938.0,388769767968.0,92502625102.0,28661656966.0,-53211168479.0,1.7,145.13,108.91,0.52,136.32,140.44,-0.99,139.56,135.86,-7.18,-33.17,15.32,20.29
002390,한독,CFS,295289892016.0,354171988191.0,325526437557.0,301467891550.0,270930450534.0,277786754995.0,449706525420.0,489250127554.0,457565420779.0,340633132757.0,381856042513.0,383996411108.0,522741079531.0,543759151916.0,517641069438.0,12578832018.0,28496185960.0,28006350245.0,-28940426192.0,10595832696.0,3288807244.0,-8.5,132.02,97.95,2.77,128.12,130.72,0.86,119.16,117.19,-3.87,-55.86,5.05,1.75
002410,범양건영,CFS,79442666367.0,79479043859.0,122357950629.0,112589083552.0,90720864613.0,73104400642.0,130776898314.0,144032362262.0,112322390976.0,62133834668.0,71021899442.0,79447377953.0,120763371366.0,119750819393.0,111908019893.0,-10434014937.0,-12326103597.0,3024063646.0,-9110987152.0,-8414779933.0,5886536283.0,-14.66,210.48,70.56,-11.85,202.8,87.61,7.41,141.38,167.37,0.85,15.35,7.01,-507.6
002420,세기상사,CFS,6605762521.0,8610007524.0,2790210469.0,15356659973.0,3330747632.0,12799946180.0,23943612178.0,25060643077.0,27800152526.0,27055502112.0,26581197625.0,18588720131.0,31328511051.0,33710303333.0,17880222962.0,-815790576.0,-789291696.0,-1552340389.0,-1559060836.0,-1271122483.0,-1944921160.0,-5.76,88.5,43.02,-4.78,94.28,258.5,-10.46,149.55,21.8,-7.07,-3.36,88.53,49.15
002450,삼익악기,CFS,190271185367.0,210295390017.0,273861932311.0,136862827380.0,134468492548.0,207632311275.0,271955667078.0,260906132649.0,331393678443.0,262202613136.0,260652700315.0,253911121266.0,247929198845.0,325699587394.0,295428267821.0,6465355387.0,11556311058.0,33347125728.0,3388984566.0,15067692450.0,23763505157.0,1.29,103.72,139.02,5.78,100.1,156.39,9.36,130.52,131.9,-23.88,-44.05,10.25,-65.35
002460,HS화성,CFS,798252085597.0,544990973847.0,613674954949.0,344305774243.0,222647093288.0,223571650563.0,622246444215.0,389175292526.0,390984899166.0,369441225612.0,356952449379.0,416980891273.0,908068526965.0,645706742562.0,422231395444.0,25253673267.0,14545076827.0,28631156224.0,19208134783.0,22672300863.0,29678512725.0,5.2,168.43,231.84,6.35,109.03,244.78,7.12,93.77,274.49,40.63,73.62,52.93,-49.2
002600,조흥,CFS,228773495751.0,268968494534.0,135992011988.0,190668214256.0,275477139063.0,118931464715.0,244362080995.0,279570331873.0,121819557068.0,149640119001.0,154185144907.0,145739266262.0,405945609421.0,324035752456.0,250861244971.0,15648302437.0,14975758634.0,19072641425.0,355244125.0,11131140357.0,16074914918.0,0.24,163.3,119.99,7.22,181.32,97.64,11.03,83.59,114.34,25.28,4.49,29.17,-21.48
